Name,age,salary
Rudolfo Linkin,98,24477
Ardeen Grieger,79,71644
Callida Mea,72,96652
Shannon Robert,75,41026
Augie Geindre,8,44163
Clovis Tingly,32,74092
Allyn Coniam,27,36830
Giles Scoterbosh,26,31860
Lyndsay Parrish,50,23899
Cordy Normabell,70,23555
Jeremie Ryan,86,72936
Iver Siggs,91,98053
Oralle Gherardelli,59,89357
Pacorro Spraberry,60,78433
Constancia Kleinholz,38,27069
Miltie Scarse,24,22933
Nicolis Bowling,29,49126
Abby Mangam,28,44024
Clevie Rands,10,12353
Dimitry Tabourier,52,8686
Roselin O' Lone,62,83495
Evin Dottrell,75,5349
Vida Matczak,66,95015
