Name,age,salary
Elberta Ianno,15,18600
Ula Kirtley,2,59911
Barney Molineaux,16,47362
Cate Silversmid,12,30875
Noemi Clarricoates,47,66475
Hephzibah Ralph,77,36218
Shauna Clell,87,38908
Luz Reide,29,40661
Jenifer Albrecht,57,30306
Dwain Agett,3,49706
Tobie Hearns,49,65371
Penelopa Counsell,94,74541
Beverie Ferraresi,62,69875
Cosette Reuven,59,62102
Joyous Silman,60,23992
Ricky O'Shee,72,6099
Seumas Vazquez,74,72630
Boothe Thorneley,82,63719
Shalna Wickes,37,44934
Giorgia Stitson,8,77967
