Name,age,salary
Manuel Goundrill,60,74972
Elvin Kneeland,32,23711
Britteny O'Toole,100,27559
Amelina Dulwich,28,75438
Belle Timmes,94,86904
Michelina Junkin,82,13746
Rozele Yakuntsov,47,30381
Hakim Roussell,50,47511
Margie Anespie,52,24770
Lonee Slesser,92,35672
Tybalt Pumphrey,56,77824
Salvidor Augustine,89,97789
Gratiana Dive,14,42704
Lorraine Haborn,25,65439
Wainwright Petteford,30,26361
Grantley Arons,90,41907
Hadria Chaffe,38,16445
Ella Gapper,45,2524
Ellis Smurfitt,51,64355
Maryjo Widd,75,66430
Percy Simeons,55,39639
Natalie Reynold,89,90938
Eb Fisby,56,65579
Kenneth Marwick,17,15817
