Name,age,salary
Kimmie Comelli,84,80590
Carce Garm,91,76620
Selie Stienton,46,23208
Artie Runciman,84,36683
Royal Trenouth,77,19550
Abigail Lafuente,65,71089
Nada Hekkert,42,41240
Prentice Potzold,20,70187
Hobard Gwilym,13,7491
Julissa Girard,56,12845
Mignonne Ellery,63,80163
Martguerita McGonigal,76,81872
Crista Beswetherick,58,92124
Ellary Shaudfurth,76,29713
Codi Klampk,22,76741
Giacopo MacCoveney,100,33305
Ardys Maddy,43,17317
Keelby Mouncey,69,52067
Worthy Treweek,85,43644
Ted Howels,99,30671
Vivienne Ingleton,14,20012
Shana MacCallum,92,48560
Sandi Caselick,3,12030
Ealasaid Bentham3,86,45391
Cinderella Portam,95,46236
Bobbye Cripwell,20,90136
