Name,age,salary
Tobye Pinsent,18,6821
Marv Robers,97,93274
Haily Upwood,29,94128
Morganica Whanstall,95,68229
Veronike Smalls,56,73922
Isaac Jelphs,1,49914
Eadith Cinnamond,49,36485
Merrili Colbridge,64,74820
Keefer Shawcroft,1,46552
Marika Pendered,96,21330
Addison Cowden,50,34252
Lorelle Jonson,2,92795
Sylvia Haberfield,86,94526
Wyatt Frossell,8,6351
Lotty Cockayne,47,25299
Hertha Quye,31,45996
Hammad Boswell,53,53227
Brenn Doncom,55,52325
Emilia Robelet,19,15201
Ariana Trenbey,10,58261
Ana Lightwood,24,23341
Hannah Debow,35,6250
Randie Warmington,92,83501
