Name,age,salary
Andreana Bowry,39,92133
Orelle Thunnercliff,53,27462
Hughie Scrogges,93,1723
Leena aManger,70,17359
Sara Prandoni,31,58800
Sherlocke MacCorkell,21,4392
Costa Spreadbury,30,2241
Tarah Hylands,94,56888
Mella Fidele,38,55383
Glenna Hathwood,62,98412
Cory Wade,46,4953
Hulda Bortoli,11,81066
Carlye Abilowitz,48,17479
Dex Bunn,22,58215
Shay Ainger,35,62008
Eugine Pecey,35,33646
Haleigh Goane,74,13371
Moreen Applebee,79,65038
Dare Lernihan,11,2177
Beniamino Cowherd,9,69329
Nelie Brunskill,54,21267
Bowie Katzmann,82,50980
Sena Maundrell,43,77207
