Name,age,salary
Philip Kleinmann,22,1797
Christopher Bray,82,35832
Dyane Shreeves,81,6542
Rutherford Bills,3,35071
Chantalle Bagworth,2,57782
Shaughn Lanning,97,80345
Arnie Hovie,6,1346
Gabriellia Boorer,76,55599
Lorene McGeaney,84,42116
Clarey Ashworth,73,72603
Elvyn Walisiak,80,61812
Stern Alpin,41,74802
Wren Duester,90,10793
Jim Clawsley,37,70853
Colman Geer,58,5839
Parke Sturrock,74,43406
Tallie Bedenham,97,64762
Guillemette Storch,46,75686
Rayshell Seiller,13,93841
Lissie Pashenkov,42,8527
Darrin Bowie,92,40266
Clyve Davidov,95,95753
Jordain Kleynen,74,94714
Hasty Bassett,57,71171
Carlynn Diver,36,19029
